Agency Type,Victim Sex,Victim Age,Victim Ethnicity,Perpetrator Sex,Perpetrator Ethnicity,Weapon Category,Relationship Category,Region,Season
Municipal Police,Female,7,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Male,13,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Female,29,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Spring
Municipal Police,Male,19,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,21,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,19,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,40,Not Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Female,34,Hispanic,Male,Hispanic,Firearm,Family,West,Summer
Municipal Police,Male,20,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Autumn
Municipal Police,Female,40,Hispanic,Male,Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Male,35,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,33,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Spring
Municipal Police,Male,58,Not Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Summer
Municipal Police,Male,34,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,25,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Female,44,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Female,37,Not Hispanic,Male,Hispanic,Firearm,Lover,West,Summer
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Summer
Municipal Police,Female,28,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Summer
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,40,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Female,37,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Female,42,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Male,28,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Spring
Municipal Police,Female,99,Hispanic,Male,Hispanic,Firearm,Lover,West,Summer
Municipal Police,Male,15,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,35,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,36,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,35,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,West,Winter
Municipal Police,Male,49,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,West,Winter
Municipal Police,Male,17,Not Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,40,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,30,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Winter
Municipal Police,Female,29,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Male,19,Not Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,32,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,18,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,22,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Spring
Municipal Police,Female,19,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,34,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,21,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Male,22,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,18,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Female,53,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Summer
Municipal Police,Male,4,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,West,Winter
Municipal Police,Male,74,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Male,30,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,17,Hispanic,Male,Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Male,79,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,West,Winter
Municipal Police,Male,34,Hispanic,Male,Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,25,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,32,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,44,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,28,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,West,Winter
Municipal Police,Female,46,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,35,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,West,Winter
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,24,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,21,Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Female,30,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Spring
Municipal Police,Female,30,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Female,23,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Male,61,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Male,2,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,West,Spring
Municipal Police,Male,45,Not Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Spring
Municipal Police,Male,22,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Spring
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,40,Hispanic,Male,Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Summer
Municipal Police,Male,15,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,32,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,30,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,36,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,35,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Summer
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,21,Hispanic,Male,Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Male,25,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Female,36,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,29,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,West,Autumn
Municipal Police,Male,38,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Autumn
Municipal Police,Female,52,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Male,25,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Autumn
Municipal Police,Female,85,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Autumn
Municipal Police,Female,26,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Autumn
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Male,29,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Autumn
Municipal Police,Male,26,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,24,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,45,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,9,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Spring
Municipal Police,Male,33,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Female,76,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Summer
Municipal Police,Male,42,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Summer
Municipal Police,Male,21,Hispanic,Male,Hispanic,Firearm,Stranger,West,Summer
Municipal Police,Female,46,Not Hispanic,Male,Hispanic,Firearm,Lover,West,Autumn
Municipal Police,Male,15,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Autumn
Municipal Police,Male,26,Not Hispanic,Female,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,24,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,38,Not Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,41,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,64,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,West,Winter
Municipal Police,Female,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,57,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Winter
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,29,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,34,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,43,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,41,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,50,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Female,54,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,41,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,39,Hispanic,Female,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,32,Not Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,57,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,65,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Winter
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,45,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Female,33,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Female,41,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,36,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,31,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Female,27,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,54,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Winter
Municipal Police,Male,36,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,40,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,21,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,28,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,42,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,35,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,42,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,37,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Female,36,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Winter
Municipal Police,Male,26,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,39,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,32,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,32,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,77,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,14,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Female,32,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,58,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,25,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,29,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,41,Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,48,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,45,Not Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,33,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,23,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Female,11,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,58,Not Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,28,Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,50,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Female,21,Not Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,67,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,West,Winter
Municipal Police,Male,38,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,3,Hispanic,Female,Hispanic,Non-Firearm,Family,West,Winter
Municipal Police,Female,53,Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Winter
Municipal Police,Male,62,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,27,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,26,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,40,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Winter
Municipal Police,Male,18,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,18,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Winter
Municipal Police,Male,17,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,44,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Winter
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Female,85,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,West,Winter
Municipal Police,Male,17,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,33,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Winter
Municipal Police,Female,18,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Winter
Municipal Police,Male,20,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Winter
Municipal Police,Male,59,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,West,Winter
Municipal Police,Male,32,Hispanic,Male,Hispanic,Firearm,Stranger,West,Winter
Municipal Police,Male,19,Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,44,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Male,70,Not Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Spring
Municipal Police,Male,61,Not Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Male,29,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,34,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,West,Spring
Municipal Police,Male,26,Not Hispanic,Male,Hispanic,Firearm,Family,West,Spring
Municipal Police,Male,50,Not Hispanic,Male,Hispanic,Non-Firearm,Stranger,West,Spring
Municipal Police,Male,39,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,17,Not Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,25,Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,29,Not Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,25,Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Female,45,Hispanic,Male,Hispanic,Firearm,Lover,West,Spring
Municipal Police,Female,11,Not Hispanic,Male,Not Hispanic,Firearm,Family,West,Spring
Municipal Police,Male,38,Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,36,Hispanic,Male,Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Female,32,Not Hispanic,Male,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Male,35,Not Hispanic,Female,Not Hispanic,Firearm,Lover,West,Spring
Municipal Police,Male,31,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,West,Spring
Municipal Police,Female,1,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,West,Spring
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,33,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,West,Spring
Municipal Police,Male,15,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,West,Spring
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,West,Spring
